"shop_name","shop_address","shop_type","shop_phone","shop_openHours","shop_details","shop_link"
"Canada Herb","144 Park Lawn Rd, Etobicoke, ON M8Y 3H8","Grocery Stores","416-588-4549","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Canada-Herb/7118497.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Rabba Fine Foods","2275 Lake Shore Blvd W, Etobicoke, ON M8V 3Y3","Grocery Stores","416-201-0179","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Rabba-Fine-Foods/7123682.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sunnyview Grocery & Variety","237 Park Lawn Rd, Etobicoke, ON M8Y 3J3","Grocery Stores, Florists & Flower Shops","416-255-0116","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Sunnyview-Grocery-Variety/100922136.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"7 Star Convenience & Grocery","3304 Danforth Ave, Scarborough, ON M1L 1C4","Grocery Stores","416-946-3430","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/7-Star-Convenience-Grocery/102120746.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Lakeshore Mini Mart","2316 Lake Shore Blvd W, Etobicoke, ON M8V 1B5","Grocery Stores, Convenience Stores","416-251-5889","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Lakeshore-Mini-Mart/7129695.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Lakeshore Valu-Mart","2399 Lake Shore Blvd W, Etobicoke, ON M8V 1C5","Grocery Stores","416-503-3491","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Lakeshore-Valu-Mart/101401478.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Baraka Supermarket","9B-60 Danforth Rd, Scarborough, ON M1L 3W4","Grocery Stores","416-792-6060","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Baraka-Supermarket/7210503.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Prince Vape","3502 Danforth Ave, Scarborough, ON M1L 1E1","Grocery Stores","416-698-0378","Open until  11:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Prince-Vape/2477195.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Longo Properties Ltd","2521 Lake Shore Blvd W, Etobicoke, ON M8V 1E5","Grocery Stores","416-259-8502","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Longo-Properties-Ltd/7163200.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Speshul Treats","50 Burnhill Rd, Scarborough, ON M1L 4R3","Grocery Stores","416-560-4285","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Speshul-Treats/102104310.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Gluten Free Delivery","71 Station Rd, Etobicoke, ON M8V 2R2","Grocery Stores","905-449-1577","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Gluten-Free-Delivery/102399156.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Union Jacks","2893 Bloor St W, Etobicoke, ON M8X 1B3","Grocery Stores","416-233-8110","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Union-Jacks/100881089.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Becker Milk Co Ltd, Head Ofc","671 Warden Ave, Scarborough, ON M1L 0G3","Grocery Stores","416-437-7093","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Becker-Milk-Co-Ltd-Head-Ofc/102112753.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sunny Supermarket","60-747 Don Mills Rd, North York, ON M3C 1T2","Grocery Stores, Convenience Stores","416-900-1699","","","https://www.yellowpages.ca/bus/Ontario/North-York/Sunny-Supermarket/7856862.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Kabul Farms Supermarket","230 Parliament St, Main, Toronto, ON M5A 3A4","Grocery Stores","416-368-8576","","","https://www.yellowpages.ca/bus/Ontario/Toronto/Kabul-Farms-Supermarket/2347941.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Yogurty's","15 York St, Toronto, ON M5J 0A3","Grocery Stores, Grocery Wholesalers
More…","416-366-1717","Opening at 11:00 am","Yogurty’s Froyo® aims to provide healthy and nutritious soft-serve frozen yogurt & related products in a fun and contemporary environment. Visit Yogurty’s Froyo® at 15 York St, Tor...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Toronto/Yogurty-s/6854527.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"M&M Food Market","3003 Danforth Ave., Toronto, ON M4C 1M9","Grocery Stores, Frozen Food Stores","416-694-7634","Open until  9:00 pm","With a wide selection of expertly frozen food and delicious options for any mealtime, M&M Food Market takes pride in the quality and freshness of their food, just like you do at ho...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Toronto/M-M-Food-Market/2385362.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"M&M Food Market","2625 Weston Rd, Toronto, ON M9N 3W1","Grocery Stores, Frozen Food Stores","416-243-8878","Open until  8:00 pm","With a wide selection of expertly frozen food and delicious options for any mealtime, M&M Food Market takes pride in the quality and freshness of their food, just like you do at ho...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Toronto/M-M-Food-Market/7574115.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Mike's Independent City Market","111 Peter St, Toronto, ON M5V 2H1","Grocery Stores","416-977-2515","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Toronto/Mike-s-Independent-City-Market/101142354.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Independent City Market","1022 King St W, Toronto, ON M6K 0C1","Grocery Stores","416-596-0665","Open until  10:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Toronto/Independent-City-Market/100761222.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Superking Supermarket","1635 Lawrence Ave W, North York, ON M6L 3C9","Grocery Stores, Farmers Markets","416-241-8988","Open until  9:00 pm","","https://www.yellowpages.ca/bus/Ontario/North-York/Superking-Supermarket/7888219.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"M&M Food Market","137 East Liberty St, Toronto, ON M6K 3K4","Grocery Stores","647-352-8800","Open until  9:00 pm","With a wide selection of expertly frozen food and delicious options for any mealtime, M&M Food Market takes pride in the quality and freshness of their food, just like you do at ho...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Toronto/M-M-Food-Market/102795270.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Food Depot","155 Dupont St, Toronto, ON M5R 1V5","Grocery Stores","416-925-6079","","","https://www.yellowpages.ca/bus/Ontario/Toronto/Food-Depot/638848.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Carribean Island Food","3432 Weston Rd, North York, ON M9M 2W1","Grocery Stores","416-746-1592","Open until  9:00 pm","Located just south of Finch on Weston Road, Carribean Island Food Market is one of Toronto's favourite destinations for quality goat meat, fresh Caribbean food, smoked fish and oth...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/North-York/Carribean-Island-Food/4370523.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"IGA","","Grocery Stores","416-694-3011","","","https://www.yellowpages.ca/bus/Ontario/IGA/5846794.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Rabba Fine Foods","2125 Lake Shore Blvd W, Etobicoke, ON M8V 0B3","Grocery Stores, Food Products
More…","416-251-0181","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Rabba-Fine-Foods/100728713.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"L Kraft General Food Ltd","2150 Lake Shore Blvd W, Etobicoke, ON M8V 1A3","Grocery Stores","416-503-0016","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/L-Kraft-General-Food-Ltd/7146309.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sobeys Sobeys Supermarkets","125 The Queensway, Etobicoke, ON M8Y 1H6","Grocery Stores","416-259-1758","Open until  12:00 pm","Sobeys: modern food stores offering full-service meat and seafood departments,farm-fresh produce,in-store bakeries,prepared foods and florists
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Sobeys-Sobeys-Supermarkets/8062544.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Chowk Bazaar","3100 Danforth Ave, Scarborough, ON M1L 1B1","Grocery Stores","647-352-5009","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Chowk-Bazaar/101230409.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"FreshCo","2490 Gerrard St E, Scarborough, ON M1N 1W7","Grocery Stores","416-698-3353","Open until  10:00 pm","Launched in 2010, FreshCo.’s commitment is to provide the best discount grocery shopping experience by offering quality fresh food at low prices and with less compromise.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Scarborough/FreshCo/100406465.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro Ontario Inc","2208 Lake Shore Blvd W, Toronto, ON M8V 1A4","Grocery Stores","416-259-9277","","","https://www.yellowpages.ca/bus/Ontario/Toronto/Metro-Ontario-Inc/100927266.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro Humber Bay Park","2208 Lake Shore Blvd W, Toronto, ON M8V 1A4","Grocery Stores, Caterers
More…","416-201-0441","Open until  11:00 pm","","https://www.yellowpages.ca/bus/Ontario/Toronto/Metro-Humber-Bay-Park/100866197.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Fallingbrook Market & Cafe","158 Fallingbrook Rd, Toronto, ON M1N 1N3","Grocery Stores","416-690-6655","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Toronto/Fallingbrook-Market-Cafe/6267293.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Berry Road Food Co-Op","150 Berry Rd, Etobicoke, ON M8Y 1W3","Grocery Stores","647-479-9584","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Berry-Road-Food-Co-Op/101867460.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Spice Urban Towns","3194 Danforth Ave, Scarborough, ON M1L 1B7","Grocery Stores","416-932-3443","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Spice-Urban-Towns/100557345.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Canada Herb","144 Park Lawn Rd, Etobicoke, ON M8Y 3H8","Grocery Stores","416-588-4549","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Canada-Herb/7118497.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Rabba Fine Foods","2275 Lake Shore Blvd W, Etobicoke, ON M8V 3Y3","Grocery Stores","416-201-0179","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Rabba-Fine-Foods/7123682.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sunnyview Grocery & Variety","237 Park Lawn Rd, Etobicoke, ON M8Y 3J3","Grocery Stores, Florists & Flower Shops","416-255-0116","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Sunnyview-Grocery-Variety/100922136.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"7 Star Convenience & Grocery","3304 Danforth Ave, Scarborough, ON M1L 1C4","Grocery Stores","416-946-3430","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/7-Star-Convenience-Grocery/102120746.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Lakeshore Mini Mart","2316 Lake Shore Blvd W, Etobicoke, ON M8V 1B5","Grocery Stores, Convenience Stores","416-251-5889","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Lakeshore-Mini-Mart/7129695.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Lakeshore Valu-Mart","2399 Lake Shore Blvd W, Etobicoke, ON M8V 1C5","Grocery Stores","416-503-3491","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Lakeshore-Valu-Mart/101401478.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Baraka Supermarket","9B-60 Danforth Rd, Scarborough, ON M1L 3W4","Grocery Stores","416-792-6060","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Baraka-Supermarket/7210503.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Prince Vape","3502 Danforth Ave, Scarborough, ON M1L 1E1","Grocery Stores","416-698-0378","Open until  11:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Prince-Vape/2477195.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Longo Properties Ltd","2521 Lake Shore Blvd W, Etobicoke, ON M8V 1E5","Grocery Stores","416-259-8502","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Longo-Properties-Ltd/7163200.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Speshul Treats","50 Burnhill Rd, Scarborough, ON M1L 4R3","Grocery Stores","416-560-4285","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Speshul-Treats/102104310.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Gluten Free Delivery","71 Station Rd, Etobicoke, ON M8V 2R2","Grocery Stores","905-449-1577","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Gluten-Free-Delivery/102399156.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Union Jacks","2893 Bloor St W, Etobicoke, ON M8X 1B3","Grocery Stores","416-233-8110","","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Union-Jacks/100881089.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Becker Milk Co Ltd, Head Ofc","671 Warden Ave, Scarborough, ON M1L 0G3","Grocery Stores","416-437-7093","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Becker-Milk-Co-Ltd-Head-Ofc/102112753.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"West Indian Supermarket","1640 Jane St, York, ON M9N 2R9","Grocery Stores","416-240-7116","","","https://www.yellowpages.ca/bus/Ontario/York/West-Indian-Supermarket/102240960.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Avolive","3331 Yonge St, Toronto, ON M4N 2L9","Gourmet Food Shops","647-544-8111","Opening at 11:00 am","At Avolive in Toronto, we are passionate about olive oil! Collaborating with olive oil producers from across the globe, we are committed to providing quality, great tasting product...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Toronto/Avolive/101150045.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Wazema","1360 Danforth Ave, Main, Toronto, ON M4J 1M9","Grocery Stores, Ethiopian Restaurants","416-466-5713","Open until  7:00 pm","We are a family restaurant which means our food is prepared the way mom makes it at home. The good part is that our moom is the one making all the tasty Wazema dishes.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Toronto/Wazema/2979961.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Pimenton","681 Mount Pleasant Rd, Toronto, ON M4S 2N2","Grocery Stores","647-343-4870","Opening at 12:00 pm","Pimentón, located in the heart of Uptown Toronto, is a Spanish market and grocery with a modern twist. From the authentic Spanish art work and cookware dispersed along the vivid wa...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Toronto/Pimenton/7133486.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sanko","730 Queen St W, Toronto, ON M6J 1E8","Grocery Stores, Business & Trade Organizations","416-703-4550","Opening soon 10:00 am","Sanko Trading Co. serving the Japanese community in Toronto with a wide range of Japanese groceries. Sanko is a one stop-shopping. Our friendly staff will be able to assist you in ...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Toronto/Sanko/7128724.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Wonderfood","251 Woolner Ave, York, ON M6N 1Y8","Grocery Stores","416-604-3939","Open until  11:00 pm","","https://www.yellowpages.ca/bus/Ontario/York/Wonderfood/3597403.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Burani","Vanity Cres, Toronto, ON L4B 4E6","Grocery Stores","416-938-3661","","","https://www.yellowpages.ca/bus/Ontario/Toronto/Burani/101919647.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Velvetreats","Antibes Dr, Toronto, ON","Grocery Stores","647-832-0498","","","https://www.yellowpages.ca/bus/Ontario/Toronto/Velvetreats/101918117.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
